distance_sq, {'meter': 2.0}
ay1, {'radian': 1.0}
lon, {'radian': 1.0}
vr, {'second': -1.0, 'meter': 1.0}
robot_pose_vx_, {'second': -1.0}
planning_request.request.pose.pose.position.x, {'meter': 1.0}
yAngle, {'radian': 1.0}
absBeta, {'radian': 1.0}
wz, {'meter': 1.0}
delta, {'radian': 1.0}
rel_roll, {'radian': 1.0}
delta_psi, {'radian': 1.0}
v, {'radian': 1.0}
w, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
wz, {'meter': 1.0}
quat_z, {'quaternion': 1.0}
pt.x, {'meter': 1.0}
out.stamp_, {'second': 1.0}
ref_pose_North, {'meter': 1.0}
dis, {'second': 2.0}
vx, {'second': -1.0, 'meter': 1.0}
dx, {'meter': 1.0}
solutions, {'radian': 1.0}
x_start, {'meter': 1.0}
theta, {'radian': 1.0}
range, {'meter': 1.0}
v1, {'second': -1.0}
theta2, {'radian': 1.0}
right_shoulder_angle_yaw, {'radian': 1.0}
y_des, {'meter': 1.0}
min_angle_dist, {'radian': 1.0}
oldX, {'meter': 1.0}
wy, {'meter': 1.0}
batLevel.data, {'second': 1.0}
r, {'radian': 1.0}
closestRange, {'meter': 1.0}
delta_rot1_noise, {'radian': 1.0}
x, {'meter': 1.0}
wy, {'meter': 1.0}
angle, {'radian': 1.0}
y, {'meter': 1.0}
TSDiff, {'second': 1.0}
yaw*, {'radian': 1.0}
orientation_x_, {'quaternion': 1.0}
dx, {'meter': 1.0}
roll*, {'radian': 1.0}
y_des, {'meter': 1.0}
min_disparity, {'meter': 1.0}
d, {'meter': 1.0}
target_orientation, {'radian': 1.0}
winkel, {'radian': 1.0}
dt, {'second': 1.0}
theta, {'radian': 1.0}
longlob, {'degree_360': 1.0}
t_y, {'meter': 1.0}
delta, {'radian': 1.0}
P_dw_new, {'meter': 1.0}
navdata_pwm_msg.header.stamp, {'second': 1.0}
initialRoll, {'radian': 1.0}
angle2, {'radian': 1.0}
yaw_path, {'radian': 1.0}
yaw, {'second': -1.0}
imageP.header.stamp, {'second': 1.0}
delta, {'radian': 1.0}
q1, {'quaternion': 1.0}
last_v, {'second': -1.0, 'meter': 1.0}
angle, {'radian': 1.0}
h1, {'second': 1.0}
psi, {'quaternion': 1.0}
pitch, {'radian': 1.0}
tnow, {'second': 1.0}
v4, {'second': -1.0}
now, {'second': 1.0}
dt, {'second': 1.0}
theta, {'radian': 1.0}
angle, {'radian': 1.0}
angle, {'radian': 1.0}
teta, {'radian': 1.0}
dT, {'second': 1.0}
sensor_msgs::LaserScan::_ranges_type&scan, {'meter': 1.0}
last_goal_starting_time_, {'second': 1.0}
kf_post_angle_, {'second': -1.0}
delta_theta, {'radian': 1.0}
vp_m, {'meter': 1.0}
resultant_angle, {'radian': 1.0}
ori, {'radian': 1.0}
centroid.x, {'meter': 1.0}
trajectory_.trajectory.header.stamp, {'second': 1.0}
rot, {'quaternion': 1.0}
g_t_old, {'second': 1.0}
ang_a, {'radian': 1.0}
q2, {'radian': 1.0}
va, {'second': -1.0}
alpha, {'radian': 1.0}
point.time_from_start, {'second': 1.0}
second_check, {'second': 1.0}
pub_FR.data, {'second': -1.0, 'meter': 1.0}
sqz, {'quaternion': 1.0}
pret.theta, {'radian': 1.0}
odom_angularVelocity, {'second': -1.0}
diff, {'second': 1.0}
dz, {'meter': 1.0}
h_o, {'radian': 1.0}
angleRad, {'radian': 1.0}
navdata_vision_of_msg.header.stamp, {'second': 1.0}
ang, {'radian': 1.0}
vel_y, {'second': -1.0}
dt*, {'second': 1.0}
angular_velocity, {'second': -1.0}
y, {'second': 1.0}
rho, {'meter': 1.0}
dy, {'meter': 1.0}
x, {'quaternion': 1.0}
L, {'meter': 1.0}
e, {'radian': 1.0}
d_term, {'second': -1.0}
rotation, {'quaternion': 1.0}
start_pos_y, {'meter': 1.0}
jts, {'radian': 1.0}
TSDiff, {'second': 1.0}
x_initial, {'meter': 1.0}
model_coefficients, {'radian': 1.0}
error, {'second': -1.0}
theta_i_plus, {'radian': 1.0}
retval.theta, {'radian': 1.0}
cmdY, {'meter': 1.0}
vr, {'second': -1.0, 'meter': 1.0}
velz, {'meter': 2.0}
leftWheel, {'second': -1.0}
position, {'meter': 1.0}
delta.theta, {'radian': 1.0}
psi, {'radian': 1.0}
pose.x, {'meter': 1.0}
tsim, {'second': 1.0}
y, {'second': 1.0}
freq, {'second': -1.0}
th, {'second': 1.0}
forgetting_factor, {'second': -1.0}
y_dot, {'second': -1.0}
range_min_, {'meter': 1.0}
g_p_imu.sra, {'second': -2.0, 'meter': 1.0}
phiP, {'radian': 1.0}
theta, {'radian': 1.0}
roll, {'radian': 1.0}
roll, {'radian': 1.0}
cart_result_.computed_arrival_time, {'second': 1.0}
current_lv, {'second': 1.0}
movement, {'meter': 1.0}
goal.source_time, {'second': 1.0}
time_curr, {'second': 1.0}
v, {'radian': 1.0}
w_, {'second': -1.0}
delta, {'radian': 1.0}
vy, {'second': -1.0, 'meter': 1.0}
robot_pose_px_, {'second': -1.0}
betaY, {'radian': 1.0}
wheel_speed_, {'second': -1.0, 'meter': 1.0}
fdirz, {'quaternion': 1.0}
currentVariation, {'meter': 1.0}
weight1, {'radian': 1.0}
delta_rot1, {'radian': 1.0}
linearData.data, {'second': -1.0, 'meter': 1.0}
t, {'radian': 1.0}
yaw*, {'radian': 1.0}
quat_w, {'quaternion': 1.0}
delta, {'radian': 1.0}
yp_prev, {'meter': 1.0}
rAngle, {'radian': 1.0}
t, {'second': 1.0}
dist_moved, {'meter': 1.0}
angle3*, {'radian': 1.0}
distance, {'meter': 1.0}
delta, {'radian': 1.0}
dist, {'meter': 1.0}
delta.theta, {'radian': 1.0}
v4, {'second': -1.0}
qi_dot_prev, {'second': 1.0}
w, {'radian': -1.0}
pi, {'radian': 1.0}
alpha, {'radian': 1.0}
resultant_angle, {'radian': 1.0}
acy, {'meter': 1.0}
quat_w, {'quaternion': 1.0}
delta, {'radian': 1.0}
wave_length, {'second': 1.0}
oldY, {'meter': 1.0}
angle, {'radian': 1.0}
dt, {'second': 1.0}
alpha, {'radian': 1.0}
angle1_x, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
y, {'meter': 1.0}
current_timer, {'second': 1.0}
local_max_angle_x, {'radian': 1.0}
a2, {'radian': 1.0}
dist, {'meter': 1.0}
vel_a_, {'second': -1.0}
alpha, {'radian': 1.0}
goal_origin, {'meter': 1.0}
tz, {'meter': 1.0}
lowpass, {'second': -1.0}
orientation_diff_x_, {'quaternion': 1.0}
v_lin, {'second': 2.0}
ping_dist, {'meter': 1.0}
error_x, {'meter': 1.0}
wall_elapsed_time, {'second': 1.0}
theta, {'radian': 1.0}
kinect_pan, {'quaternion': 1.0}
norm_v2, {'meter': 2.0}
jntPosDsr, {'radian': 1.0}
depth_img, {'meter': 1.0}
max_x, {'meter': 1.0}
prevpx, {'meter': 1.0}
orient, {'radian': 1.0}
scanMira.minimumRange, {'meter': 1.0}
x_start, {'meter': 1.0}
y1, {'meter': 1.0}
b, {'radian': 1.0}
delta_y, {'second': 1.0}
debug_msg.header.stamp, {'second': 1.0}
roll, {'radian': 1.0}
dth, {'radian': 1.0}
angle, {'radian': 1.0}
header.stamp, {'second': 1.0}
a1, {'meter': 1.0}
BL_rot_vel, {'second': -1.0}
linealVelY, {'second': -1.0, 'meter': 1.0}
psi_d_, {'second': -1.0}
bcy, {'meter': 1.0}
delta_y, {'meter': 1.0}
xM, {'meter': 1.0}
delta, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
yaw, {'radian': 1.0}
pose_x, {'meter': 1.0}
lastDiagTime_, {'second': 1.0}
left_v, {'second': -1.0}
theta, {'radian': 1.0}
direction, {'radian': 1.0}
v1_x, {'meter': 1.0}
front_back, {'second': -1.0, 'meter': 1.0}
delta, {'radian': 1.0}
delta, {'radian': 1.0}
origin, {'meter': 1.0}
delta_y, {'second': 1.0}
time_expire, {'second': 1.0}
tr_origin, {'meter': 1.0}
alpha, {'radian': 1.0}
cruise_distance, {'meter': 1.0}
e0, {'quaternion': 1.0}
r, {'radian': 1.0}
cmd_z, {'second': -1.0, 'meter': 1.0}
r, {'radian': 1.0}
rosTS, {'second': 1.0}
wx, {'meter': 1.0}
y3, {'meter': 1.0}
Lon_mav, {'meter': 1.0}
deltaS, {'second': 1.0}
th, {'radian': 1.0}
q2_solns, {'radian': 1.0}
az, {'radian': 1.0}
angleI, {'radian': 1.0}
encoder.header.stamp, {'second': 1.0}
msg.request.startTime, {'second': 1.0}
_theta, {'radian': 1.0}
angulo, {'radian': 1.0}
lateral_err, {'meter': 1.0}
angle1*, {'radian': 1.0}
averageLoadMsg.data, {'second': -1.0}
delta_x, {'second': 1.0}
retval.theta, {'radian': 1.0}
qy, {'quaternion': 1.0}
yaw, {'radian': 1.0}
roll*, {'radian': 1.0}
acc_without_transmission, {'second': 2.0}
q0, {'quaternion': 1.0}
gama, {'radian': 1.0}
py, {'meter': 1.0}
maxDelay, {'second': 1.0}
robotToGoalVec.x, {'meter': 1.0}
rx, {'radian': 1.0}
diff, {'meter': 1.0}
beta_target, {'radian': 1.0}
delta, {'radian': 1.0}
dt, {'second': 1.0}
theta, {'radian': 1.0}
z_theta_hand, {'radian': 1.0}
begin_time, {'second': 1.0}
yaw, {'radian': 1.0}
pi, {'radian': 1.0}
qw, {'quaternion': 1.0}
v, {'meter': 1.0}
enc_msg.header.stamp, {'second': 1.0}
rel_distance_error_, {'meter': 1.0}
ang, {'radian': 1.0}
sqr_distance1, {'meter': 2.0}
vt, {'second': -1.0}
t_fc_temp, {'meter': 1.0}
dt, {'second': 1.0}
pitch*, {'radian': 1.0}
x_max, {'meter': 1.0}
x, {'second': 1.0}
u, {'radian': 1.0}
x, {'second': 1.0}
map.header.stamp, {'second': 1.0}
gap_top, {'meter': 1.0}
actuator_msg.header.stamp, {'second': 1.0}
tmpY, {'meter': 1.0}
roll, {'radian': 1.0}
d_trans, {'meter': 1.0}
pose_tf.stamp_, {'second': 1.0}
Alpha_manipulated, {'second': -1.0}
delta_y, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
rxRec, {'second': -1.0}
current_lat, {'degree_360': 1.0}
quaternion.x, {'quaternion': 1.0}
y_start, {'meter': 1.0}
odom_time_begin_, {'second': 1.0}
time, {'second': 1.0}
ball_odom_x, {'meter': 1.0}
dy, {'meter': 1.0}
a, {'radian': 1.0}
d, {'meter': 1.0}
desLastTime, {'second': 1.0}
angle, {'radian': 1.0}
bcy, {'meter': 1.0}
goal_angle, {'radian': 1.0}
y, {'second': -2.0, 'meter': 1.0}
delta_time, {'second': 1.0}
q2, {'radian': 1.0}
th, {'radian': 1.0}
th, {'radian': 1.0}
q_s0, {'radian': 1.0}
dt, {'second': 1.0}
frequency, {'second': -1.0}
t0, {'radian': 1.0}
dx, {'meter': 1.0}
d, {'meter': 1.0}
i_term, {'second': 1.0}
pixels_out.header.stamp, {'second': 1.0}
orientation_w_, {'quaternion': 1.0}
gz_acceleration_, {'second': -1.0}
dx, {'meter': 1.0}
durations, {'second': 1.0}
q.x, {'quaternion': 1.0}
lastDiagTime_, {'second': 1.0}
cone_width, {'meter': 1.0}
acx, {'meter': 1.0}
retval.theta, {'radian': 1.0}
quat_z, {'quaternion': 1.0}
oy, {'meter': 1.0}
delta, {'radian': 1.0}
vel_y, {'second': -1.0}
arccos, {'radian': 1.0}
outputMsg.header.stamp, {'second': 1.0}
odom_linearVelocity, {'second': -1.0, 'meter': 1.0}
linear_speed, {'meter': 1.0}
init_t, {'second': 1.0}
int_err, {'second': 1.0}
r, {'meter': 1.0}
angle, {'radian': 1.0}
obsOrientation, {'radian': 1.0}
x_diff, {'meter': 1.0}
timeToFalse, {'second': 1.0}
a1, {'radian': 1.0}
arccos, {'radian': 1.0}
angle, {'radian': 1.0}
vec.x, {'radian': 1.0}
Q_cw_new, {'second': 1.0}
a, {'radian': 1.0}
u, {'radian': 1.0}
q4, {'radian': 1.0}
cx, {'meter': 1.0}
lambda, {'radian': 1.0}
cost_map.info.origin.position.x, {'meter': 1.0}
g_dt, {'second': 1.0}
delta_th, {'second': 1.0}
motor_msg_.stamp, {'second': 1.0}
freq, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
alfa_dest, {'radian': 1.0}
boundaryTopRight, {'meter': 1.0}
timeFromStart, {'second': 1.0}
t, {'radian': 1.0}
rz, {'radian': 1.0}
rh.stamp, {'second': 1.0}
yaw, {'radian': 1.0}
navdata_vision_perf_msg.header.stamp, {'second': 1.0}
y_noobst_pos, {'meter': 1.0}
vel_x, {'second': -1.0}
x_orr, {'quaternion': 1.0}
cmdRotation, {'second': -1.0}
angleFromXAxis, {'radian': 1.0}
gradient_d, {'meter': 1.0}
mind, {'meter': 1.0}
out_rot, {'second': -1.0}
roll, {'radian': 1.0}
path.header.stamp, {'second': 1.0}
x_tar, {'meter': 1.0}
frequency, {'second': -1.0}
r, {'radian': 1.0}
yaw*, {'radian': 1.0}
grasp_x_position, {'meter': 1.0}
deltay, {'meter': 1.0}
last_callback_duration_, {'second': 1.0}
c2, {'meter': 2.0}
aPosdata, {'meter': 1.0}
Z, {'meter': 1.0}
tmp_orientation, {'radian': 1.0}
x211, {'radian': 1.0}
duration_in_seconds, {'second': 1.0}
A, {'radian': -1.0}
teleop_v_, {'second': -1.0, 'meter': 1.0}
x_end, {'meter': 1.0}
qx, {'quaternion': 1.0}
result, {'radian': 1.0}
r, {'radian': 1.0}
x_odom, {'meter': 1.0}
length, {'meter': 1.0}
header.stamp, {'second': 1.0}
g_z, {'second': -1.0}
baseVDistance, {'meter': 1.0}
navdata_euler_angles_msg.header.stamp, {'second': 1.0}
imuShiftFromStartZCur, {'second': 1.0}
yaw, {'radian': 1.0}
sensingTime, {'second': 1.0}
rz_vf.header.stamp, {'second': 1.0}
tiempo_anterior, {'second': 1.0}
c, {'meter': 2.0}
lin_vel_y, {'second': -1.0, 'meter': 1.0}
dx, {'meter': 1.0}
y, {'meter': 1.0}
cz, {'meter': 1.0}
radious, {'meter': 1.0}
z_master, {'meter': 1.0}
average_offset, {'second': 1.0}
current_delta_, {'second': 1.0}
image.header.stamp, {'second': 1.0}
currentZ, {'quaternion': 1.0}
myLatRatio, {'second': -1.0, 'meter': 1.0}
it.orientation, {'radian': 1.0}
origin, {'meter': 1.0}
dx, {'meter': 1.0}
pp.header.stamp, {'second': 1.0}
ugv_yaw, {'radian': 1.0}
roll, {'radian': 1.0}
x, {'meter': 1.0}
prevtime, {'second': 1.0}
imuRollCur, {'second': 1.0}
theta, {'radian': 1.0}
angle_min, {'radian': 1.0}
total_duration_, {'second': 1.0}
v1, {'second': -1.0, 'meter': 1.0}
Vx_t, {'second': -1.0, 'meter': 1.0}
th, {'radian': 1.0}
v2_x, {'meter': 1.0}
xCent, {'meter': 1.0}
d_y, {'meter': 1.0}
line_start_.x, {'meter': 1.0}
difference_x, {'meter': 1.0}
imu_roll, {'radian': 1.0}
x_start, {'meter': 1.0}
ang_break, {'radian': 1.0}
y_start, {'meter': 1.0}
last_spin_time_, {'second': 1.0}
x, {'meter': 1.0}
x122, {'radian': 1.0}
yaw_ref, {'quaternion': 1.0}
angleAtBall, {'radian': 1.0}
rate, {'second': -1.0}
dqvec, {'second': -1.0}
Ex, {'meter': 1.0}
old_turn, {'second': -1.0}
delta_th, {'second': 1.0}
c, {'meter': 1.0}
orientation_y_, {'quaternion': 1.0}
theta, {'radian': 1.0}
pathFeedback.ratio, {'meter': 1.0}
distance, {'meter': 1.0}
Drone_info, {'meter': 1.0}
dx, {'meter': 1.0}
deltaY, {'meter': 1.0}
y_, {'second': -1.0, 'meter': 1.0}
y_des, {'meter': 1.0}
theta, {'radian': 1.0}
linearSpeedXMps_, {'second': -1.0}
resultant_angle, {'radian': 1.0}
distanceToMline, {'meter': 1.0}
x, {'meter': 1.0}
pi, {'radian': 1.0}
theta, {'radian': 1.0}
theta_diff, {'radian': 1.0}
x110, {'radian': 1.0}
y_max, {'meter': 1.0}
y, {'meter': 1.0}
yaw*, {'radian': 1.0}
y_end, {'meter': 1.0}
compassMsg.ang_vel_z, {'second': -1.0}
x, {'meter': 1.0}
delta_z, {'meter': 1.0}
gap_right, {'meter': 1.0}
th, {'second': 1.0}
point.x, {'meter': 1.0}
rollRec, {'radian': 1.0}
z, {'quaternion': 1.0}
deeplearnt_pitch, {'second': -1.0, 'meter': 1.0}
decision_var, {'meter': 1.0}
robot_pose_py_, {'second': -1.0}
angle, {'radian': 1.0}
odom_linearVelocity, {'second': -1.0, 'meter': 1.0}
theta, {'radian': 1.0}
navdata_trims_msg.header.stamp, {'second': 1.0}
gps_msg.altitude, {'meter': 1.0}
yC1, {'meter': 1.0}
a, {'radian': 1.0}
yaw, {'radian': 1.0}
theta, {'radian': 1.0}
last_plan_time_, {'second': 1.0}
vel_x_integrated_, {'second': 1.0}
cmdTranslation, {'second': -1.0, 'meter': 1.0}
y, {'meter': 1.0}
pitch, {'radian': 1.0}
min_range, {'meter': 1.0}
previous_valid_range, {'meter': 1.0}
x, {'meter': 1.0}
left_velocity, {'second': -1.0, 'meter': 1.0}
a2, {'radian': 1.0}
sweep_speed_, {'second': -1.0}
soln1, {'radian': 1.0}
c, {'radian': 1.0}
v3, {'second': -1.0}
delta_rot1_noise, {'radian': 1.0}
myLineAngle, {'radian': 1.0}
m_angularDistance, {'radian': 1.0}
update, {'meter': 1.0}
Ex, {'meter': 1.0}
target_y, {'meter': 1.0}
theta0, {'radian': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
motor_right_msg.data, {'second': -1.0}
dt, {'second': 1.0}
t_azi, {'radian': 1.0}
angular, {'second': -1.0}
dT, {'second': 1.0}
ubicacionRobot.coordenadaCuerpo_x, {'meter': 1.0}
bearing, {'radian': 1.0}
diff_gps, {'meter': 1.0}
heading_diff, {'radian': 1.0}
eta, {'radian': 1.0}
age_at_end, {'second': 1.0}
del_translate, {'meter': 1.0}
Z_cam, {'meter': 1.0}
right_x_tmp, {'meter': 1.0}
msg2.x, {'meter': 1.0}
pitch*, {'radian': 1.0}
mc_bar, {'second': 1.0}
or_constraint.orientation, {'quaternion': 1.0}
geometry_msgs::Vector3&angular_velocity, {'second': -1.0}
y_actual, {'meter': 1.0}
AnkleAngle, {'radian': 1.0}
roll, {'radian': 1.0}
last_hit, {'second': 1.0}
sq_dist, {'meter': 2.0}
perp_dot, {'meter': 2.0}
beta, {'radian': 1.0}
max_length, {'meter': 2.0}
time.time_ref, {'second': 1.0}
integral_error_accumulator_y, {'second': 1.0}
resultant_angle, {'radian': 1.0}
pitch*, {'radian': 1.0}
t2, {'radian': 1.0}
vx_est, {'second': 1.0}
right_x_tmp, {'meter': 1.0}
pitch, {'radian': 1.0}
delta_y, {'second': 1.0}
closestDist, {'meter': 1.0}
left_.data, {'second': -1.0, 'meter': 1.0}
acc_z, {'second': -2.0, 'meter': 1.0}
th, {'radian': 1.0}
odom_duration, {'second': 1.0}
beta, {'radian': 1.0}
left_y_diff, {'meter': 1.0}
x_prime, {'meter': 1.0}
acx, {'meter': 1.0}
dt, {'second': 1.0}
tempOffsetBuffer, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
angular, {'second': -1.0}
y_temp, {'meter': 1.0}
delta, {'radian': 1.0}
f, {'meter': -1.0}
linear_velocity, {'second': -1.0, 'meter': 1.0}
x_end, {'meter': 1.0}
velo, {'second': -1.0, 'meter': 1.0}
distances, {'meter': 1.0}
spin, {'second': -1.0}
yawAngle, {'radian': 1.0}
angle, {'radian': 1.0}
d, {'meter': 1.0}
d_rot2, {'radian': 1.0}
ref_theta, {'radian': 1.0}
x_start, {'meter': 1.0}
rot_, {'second': -1.0}
y_total, {'meter': -1.0}
image.header.stamp, {'second': 1.0}
int_marker.pose.position.x, {'meter': 1.0}
l_sqr_length, {'meter': 2.0}
right_v, {'second': -1.0}
j1, {'radian': 1.0}
cmdL.commanded_velocity, {'second': -1.0, 'meter': 1.0}
dx, {'meter': 1.0}
lastPoseX, {'meter': 1.0}
rot_, {'second': -1.0}
m4, {'meter': 1.0}
delta_th, {'second': 1.0}
rx, {'second': -1.0}
quat_w, {'quaternion': 1.0}
t, {'radian': 1.0}
x, {'second': 1.0}
angular, {'second': -1.0}
navdata_gyros_offsets_msg.header.stamp, {'second': 1.0}
dir, {'radian': 1.0}
c, {'radian': 1.0}
time_total_tasks, {'second': 1.0}
centroid_y, {'meter': 1.0}
angle, {'radian': 1.0}
bcx, {'meter': 1.0}
best_dist, {'meter': 1.0}
minVal, {'meter': 1.0}
delta, {'radian': 1.0}
guidance_IMU_y, {'meter': 1.0}
tempw, {'second': -1.0}
startz, {'meter': 1.0}
dt, {'second': 1.0}
delta_rot2_noise, {'radian': 1.0}
obstX, {'meter': 1.0}
tempColor.r, {'meter': 1.0}
q1, {'quaternion': 1.0}
T, {'second': 1.0}
vel, {'meter': -1.0}
latglob, {'degree_360': 1.0}
dist_traveled_y, {'meter': 1.0}
speed_ang, {'radian': 1.0}
theta, {'radian': 1.0}
tmp, {'radian': 1.0}
euler_angle_ZYX_Z, {'radian': 1.0}
start, {'second': 1.0}
secs, {'second': 1.0}
lat2, {'degree_360': 1.0}
s, {'meter': -1.0}
vz_gain, {'second': -1.0, 'meter': 1.0}
yf, {'meter': 1.0}
g_t_old, {'second': 1.0}
yawdiff, {'radian': 1.0}
gps_vy, {'second': -1.0, 'meter': 1.0}
ax, {'radian': 1.0}
turn_radius_, {'meter': 1.0}
times, {'second': 1.0}
delta_x, {'second': 1.0}
delta_x, {'second': 1.0}
best_w, {'second': -1.0}
x_start, {'meter': 1.0}
diffAngle, {'radian': 1.0}
x, {'quaternion': 1.0}
A, {'second': -1.0, 'meter': 1.0}
alpha, {'radian': 1.0}
tf::Vector3&pos, {'meter': 1.0}
range_min, {'meter': 1.0}
curr_x_, {'meter': 1.0}
odom_vel_, {'second': -1.0, 'meter': 1.0}
z, {'meter': 1.0}
y_diff, {'meter': 1.0}
obsThetaMin, {'radian': 1.0}
d, {'meter': 1.0}
delta_bearing, {'radian': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
max_dist2, {'meter': 2.0}
yaw, {'radian': 1.0}
lastControlSentMS, {'second': 1.0}
delta_x, {'meter': 1.0}
angularSpeed, {'second': -1.0}
msg.clock, {'second': 1.0}
rx, {'meter': 1.0}
dist2, {'meter': 1.0}
c, {'meter': 1.0}
y, {'second': 1.0}
y, {'second': -1.0, 'meter': 1.0}
deltaY, {'meter': 1.0}
phi, {'radian': 1.0}
angle, {'radian': 1.0}
angular_twist, {'second': -1.0}
dt, {'second': 1.0}
myLineAngle, {'radian': 1.0}
ax, {'radian': 1.0}
angle, {'radian': 1.0}
travel_z, {'second': -1.0}
vec_a, {'meter': 1.0}
tf_z, {'meter': 1.0}
z, {'quaternion': 1.0}
theta2, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
result, {'meter': 2.0}
m_pose.theta, {'radian': 1.0}
north_star_msg_.stamp, {'second': 1.0}
delta_y, {'meter': 1.0}
sq_dist, {'meter': 2.0}
t, {'second': 1.0}
wz_est, {'second': -1.0}
selection_.x, {'meter': 1.0}
relZenith, {'radian': 1.0}
CA_2, {'radian': 3.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
z, {'meter': 1.0}
max_laser_range_, {'meter': 1.0}
goalState, {'meter': 1.0}
vc, {'second': 1.0}
dqvec, {'second': -1.0}
v, {'meter': 1.0}
beta, {'radian': 1.0}
v, {'meter': 1.0}
secs_start_TOT, {'second': 1.0}
d1, {'radian': 1.0}
limit_angular_xy, {'second': -1.0}
val, {'radian': 1.0}
goal_orient, {'radian': 1.0}
dist, {'meter': 1.0}
theta, {'radian': 1.0}
angular_vel_, {'second': -1.0}
range_max, {'meter': 1.0}
kf_row_msg.error_angle, {'second': -1.0}
minVDistance, {'meter': 1.0}
distance, {'meter': 1.0}
delta.theta, {'radian': 1.0}
delta_y, {'meter': 1.0}
r1, {'quaternion': 1.0}
navdata_gyros_offsets_msg.header.stamp, {'second': 1.0}
maxtheta, {'radian': 1.0}
diff, {'second': 1.0}
dx, {'meter': 1.0}
center_angle, {'radian': 1.0}
end, {'meter': 1.0}
pp.header.stamp, {'second': 1.0}
srv.request.tool_pose.orientation.x, {'quaternion': 1.0}
mind, {'meter': 1.0}
delta, {'radian': 1.0}
left_z_tmp, {'meter': 1.0}
y_max, {'meter': 1.0}
angle, {'radian': 1.0}
prev_y, {'meter': 1.0}
f_net, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
t_out.header.stamp, {'second': 1.0}
diff_y, {'meter': 1.0}
rz, {'meter': 1.0}
arccos, {'radian': 1.0}
x, {'meter': 1.0}
theta_i, {'radian': 1.0}
roll, {'radian': 1.0}
yaw, {'radian': 1.0}
dError, {'second': -1.0}
nav.header.stamp, {'second': 1.0}
rz, {'second': -1.0}
quat_z, {'quaternion': 1.0}
dx, {'meter': 1.0}
qz, {'quaternion': 1.0}
p, {'radian': 1.0}
bcx, {'meter': 1.0}
tempvy, {'second': -1.0, 'meter': 1.0}
gamma, {'radian': 1.0}
forwardDis, {'meter': 1.0}
theta, {'radian': 1.0}
delT, {'second': 1.0}
twist_rot, {'second': -1.0}
x_end, {'meter': 1.0}
z, {'meter': 1.0}
duration, {'second': 1.0}
cart_result_.computed_arrival_time, {'second': 1.0}
dy, {'meter': 1.0}
ax, {'second': 1.0}
dt2, {'second': 1.0}
out_rot, {'second': -1.0}
imuPitchCur, {'second': 1.0}
target_yaw, {'radian': 1.0}
dy, {'meter': 1.0}
ang_vel_z_, {'second': -1.0}
maxAngle, {'radian': 1.0}
th, {'radian': 1.0}
gps_spherical_degree.x, {'degree_360': 1.0}
avg_sc_dur_, {'second': 1.0}
teta, {'radian': 1.0}
angle, {'radian': 1.0}
max_dist, {'meter': 1.0}
goalY, {'meter': 1.0}
dx, {'meter': 1.0}
u*, {'radian': 1.0}
pitch, {'radian': 1.0}
info_left_.header.stamp, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
time_from_beginm, {'second': 1.0}
vel, {'second': -1.0}
q, {'quaternion': 1.0}
robot_rotation.x, {'quaternion': 1.0}
timeLaserOdometry, {'second': 1.0}
imuPitchCur, {'second': 1.0}
tfVec, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
x, {'second': -1.0, 'meter': 1.0}
des_state_omega_, {'second': -1.0}
y_end, {'meter': 1.0}
p, {'radian': 1.0}
c, {'meter': 1.0}
pose_x_, {'meter': 1.0}
dy, {'meter': 1.0}
z, {'meter': 1.0}
beta1, {'radian': 1.0}
delta_th, {'second': 1.0}
distance, {'meter': 1.0}
phi, {'radian': 1.0}
directionRobot, {'radian': 1.0}
closing_speed, {'second': -1.0}
ga0, {'radian': 1.0}
newTilt, {'radian': 1.0}
phi, {'radian': 1.0}
laserScannings, {'meter': 1.0}
SAMPLING_FREQUENCY, {'second': -1.0}
prevtime, {'second': 1.0}
current_delta_, {'second': 1.0}
desired_direction, {'radian': 1.0}
t, {'second': 1.0}
err_position, {'meter': 1.0}
estimated_vel_kmph.data, {'second': -1.0}
wrench, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
freq, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
acy, {'meter': 1.0}
velocitiyForward, {'second': -1.0}
this.y_pos_, {'meter': 1.0}
speed, {'second': 1.0}
cte, {'meter': 1.0}
alfa, {'radian': 1.0}
p, {'meter': 1.0}
b2, {'meter': 1.0}
diffHeading, {'radian': 1.0}
startX, {'meter': 1.0}
tmp_triangle_area, {'meter': 4.0}
likelihood, {'meter': 1.0}
z0, {'meter': 1.0}
dT, {'second': 1.0}
x_start, {'meter': 1.0}
dist, {'meter': 1.0}
